Survey ResponseID,privacy_level,n_recs,score_topk,score_out,gap_score,delta_s1_needed,delta_s2_needed,delta_s5_needed,s1_out,s1_topk,factible_s1,dificultad
R_1C8w4NDDQC5fcgE,Privada_moderada,20,0.27172086199765416,0.27079217924275506,0.0009286827548991017,0.002321706887247754,0.0037147310195964067,0.009286827548991017,,,True,Muy fácil (Δ≤0.05)
R_1C9YUFD8GunlGej,Privada_sensible,12,0.49631274424469296,0.4963008248124778,1.1919432215179437e-05,2.9798580537948594e-05,4.767772886071775e-05,0.00011919432215179437,,,True,Muy fácil (Δ≤0.05)
R_1CBcqx5T9GZcMRt,Privada_sensible,7,0.28361738275870485,0.23545868075814913,0.04815870200055572,0.1203967550013893,0.19263480800222288,0.4815870200055572,,,True,Fácil (0.05-0.15)
R_1CHdyvBKOQ3uBZ4,Privada_sensible,6,0.1937263985061519,0.19164785711523374,0.0020785413909181483,0.005196353477295371,0.008314165563672593,0.020785413909181483,,,True,Muy fácil (Δ≤0.05)
R_1CIOVoUy3w1iF6O,Privada_sensible,8,0.6065026429858876,0.436817573770495,0.16968506921539261,0.42421267303848154,0.6787402768615705,1.6968506921539261,,,False,Difícil (>0.30)
R_1CIQjlABWt7jZWc,Privada_sensible,20,0.3130528117258215,0.31120358154706784,0.001849230178753658,0.004623075446884145,0.007396920715014632,0.01849230178753658,,,True,Muy fácil (Δ≤0.05)
R_1CIacB07yGtR0gk,Privada_sensible,20,0.39519493332620403,0.35416595168958903,0.041028981636615,0.10257245409153751,0.16411592654646,0.41028981636615003,,,True,Fácil (0.05-0.15)
R_1Cd5zmz07X5BqKa,No_privada,20,0.5064905586133147,0.4635149600162672,0.042975598597047526,0.10743899649261882,0.1719023943881901,0.42975598597047526,,,True,Fácil (0.05-0.15)
R_1Cew4e6dmKZSryU,Privada_moderada,20,0.26744537143715347,0.2657675183671321,0.0016778530700213845,0.004194632675053461,0.006711412280085538,0.016778530700213845,,,True,Muy fácil (Δ≤0.05)
R_1CjWIsByjtP0GxZ,Privada_sensible,20,0.5863845433529953,0.5270662072620962,0.05931833609089909,0.14829584022724773,0.23727334436359637,0.5931833609089909,,,True,Fácil (0.05-0.15)
R_1ClqO4ZMDuwGjfl,Privada_sensible,20,0.4481493171676714,0.39358037428449294,0.054568942883178484,0.1364223572079462,0.21827577153271394,0.5456894288317848,,,True,Fácil (0.05-0.15)
R_1CwjzRpr3YtQm10,Privada_sensible,9,0.611705567437838,0.5755124316522814,0.03619313578555661,0.09048283946389152,0.14477254314222643,0.36193135785556607,,,True,Fácil (0.05-0.15)
R_1Cx2TzfSj9KxVhR,Privada_sensible,20,0.3355786305258358,0.3344722663690612,0.0011063641567746196,0.002765910391936549,0.0044254566270984785,0.011063641567746196,,,True,Muy fácil (Δ≤0.05)
