Survey ResponseID,n_recs,ild_category,ild_cat1,ild_cat2,ild_pct,avg_score,avg_reasons,hit_rate,privacy_level,exp_group,total_products,category_diversity,is_category_specialist,category_top1,cuartil_hist
R_01vNIayewjIIKMF,4,4,4,4,1.0,0.39144198315167006,2.75,0.25,Privada_moderada,control,146.0,49,False,HEADPHONES,Q1 cold-start
R_037XK72IZBJyF69,15,15,8,4,1.0,0.47201138581429786,2.3333333333333335,0.7333333333333333,Privada_sensible,na,1306.0,361,False,PET_FOOD,Q4 historial rico
R_038ZU6kfQ5f89fH,20,7,5,4,0.35,0.3386588303099737,3.0,0.1,Privada_moderada,control,73.0,35,False,SHOES,Q1 cold-start
R_03aEbghUILs9NxD,2,1,1,1,0.5,0.9967103912676469,3.0,1.0,No_privada,na,175.0,80,False,MEDICATION,Q1 cold-start
R_07oHvj3bLVVRCRb,20,6,5,3,0.3,0.3601795116743389,1.85,0.1,Privada_sensible,na,27.0,16,False,DOWNLOADABLE_VIDEO_GAME,Q1 cold-start
R_085qq7w0pkhowox,1,1,1,1,1.0,1.0,3.0,1.0,Privada_moderada,treated,331.0,104,False,ABIS_BOOK,Q2
R_0Arj0ePpTnReV1v,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,147.0,85,False,HEALTH_PERSONAL_CARE,Q1 cold-start
R_0BCm9hRP9iTI081,20,14,10,8,0.7,0.2922867506593579,2.2,0.05,Privada_sensible,na,1308.0,296,False,MEDICATION,Q4 historial rico
R_0BWkZUjRId7FDZn,7,5,5,2,0.7142857142857143,0.5404733807283579,3.0,0.8571428571428571,Privada_moderada,control,278.0,119,False,NAN,Q2
R_0D6GtQwa6VcnXpv,15,9,8,6,0.6,0.3905328802022644,2.7333333333333334,1.0,Privada_sensible,na,376.0,167,False,ABIS_BOOK,Q2
R_0DoXqOQl0hxEeFH,20,8,5,4,0.4,0.5611176648917264,2.05,0.95,Privada_sensible,na,1264.0,287,False,PET_FOOD,Q4 historial rico
R_0Hzrb8hEmXavTk5,20,13,10,8,0.65,0.3980927313497144,2.35,0.2,Privada_sensible,na,843.0,292,False,PET_FOOD,Q4 historial rico
R_0IBgnbXoP4Uvvhv,20,11,5,3,0.55,0.5448912145213807,3.0,0.1,No_privada,na,619.0,166,False,GROCERY,Q3
R_0IilpPYiU01nCzn,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,163.0,101,False,NUTRITIONAL_SUPPLEMENT,Q1 cold-start
R_0InTWTWokrqzy3n,2,2,2,2,1.0,0.9891640380559856,3.0,1.0,Privada_sensible,na,332.0,110,False,PET_FOOD,Q2
R_0MwMIcbYO11SOwV,20,15,9,8,0.75,0.6452767731040725,2.55,0.35,Privada_sensible,na,575.0,215,False,BONDING_ADHESIVES,Q3
R_0UsrHmkw7rRzoeB,20,9,6,5,0.45,0.37472411309406145,1.95,0.15,Privada_sensible,na,387.0,153,False,GIFT_CARD,Q3
R_0c8VclJcriEXQqZ,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,184.0,111,False,NAN,Q1 cold-start
R_0cS0LOVu2KdO1ix,4,4,4,4,1.0,0.44328145554518406,2.75,0.25,Privada_sensible,na,327.0,169,False,NAN,Q2
R_0dNGfZ4GvtFvxu1,13,8,7,7,0.6153846153846154,0.4676410287090872,2.8461538461538463,0.3076923076923077,Privada_sensible,na,450.0,174,False,ANIMAL_LITTER,Q3
R_0e9mwIgnQ7UBcGJ,4,1,1,1,0.25,0.8146885425576602,3.0,1.0,Privada_moderada,control,217.0,91,False,SNACK_CHIP_AND_CRISP,Q2
R_0exEFdj5YTDEgqB,2,1,1,1,0.5,0.7541888664690675,3.0,1.0,Privada_sensible,na,283.0,47,False,COLLECTIBLE_CARD,Q2
R_0f8u2tSB99LkgCt,20,9,9,7,0.45,0.5304061437903858,3.0,0.25,No_privada,na,1303.0,358,False,NAN,Q4 historial rico
R_0icLDXwMGw8dAqd,5,4,3,3,0.8,0.4553177856679723,2.8,0.2,Privada_sensible,na,212.0,110,False,ELECTRONIC_CABLE,Q2
R_0ik28Zx98AWSuWd,20,9,8,6,0.45,0.39177685824663255,2.4,0.1,Privada_sensible,na,1452.0,400,False,GIFT_CARD,Q4 historial rico
R_0jFt3K3i4558lbj,20,9,8,6,0.45,0.3346850879318537,3.0,0.25,No_privada,na,698.0,193,False,ABIS_BOOK,Q4 historial rico
R_0lEfGfpAptgrc2d,3,3,3,3,1.0,0.5448175260530251,3.0,0.3333333333333333,No_privada,na,170.0,76,False,ABIS_BOOK,Q1 cold-start
R_0lHgeveolyaJhND,20,12,9,8,0.6,0.4842805498486274,2.6,0.3,Privada_sensible,na,482.0,111,False,GIFT_CARD,Q3
R_0oBzc3D8v94kGiZ,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,205.0,93,False,ABIS_BOOK,Q2
R_0pRmRjHkwStzNQJ,20,16,10,7,0.8,0.26122610278196395,2.55,0.65,Privada_sensible,na,962.0,252,False,ABIS_BOOK,Q4 historial rico
R_0wCTiXC54rMN0J3,20,11,7,6,0.55,0.5041775523926011,2.6,0.25,Privada_sensible,na,1209.0,326,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_10AtO7bUfe8iWYK,4,4,4,4,1.0,0.34105526337612524,2.5,0.25,Privada_sensible,na,431.0,161,False,NAN,Q3
R_10CAlrx7dbJty9R,20,16,13,9,0.8,0.3917155253383416,3.0,0.8,No_privada,na,2648.0,575,False,NAN,Q4 historial rico
R_10GfwNctrOL9e2t,10,10,8,6,1.0,0.4006871538445007,2.3,0.2,Privada_sensible,na,611.0,275,False,ABIS_BOOK,Q3
R_10HG4OAAtFluUS1,11,6,5,5,0.5454545454545454,0.3102587607062255,3.0,0.18181818181818182,No_privada,na,707.0,312,False,PET_FOOD,Q4 historial rico
R_10HuhR86y7hZJYL,10,8,5,4,0.8,0.623835652925107,2.0,0.8,Privada_sensible,na,420.0,173,False,NAN,Q3
R_10JcbruZLDf9fy2,20,12,8,6,0.6,0.3281975717650707,2.05,0.05,Privada_sensible,na,357.0,138,False,FRUIT,Q2
R_10MFxyIhsIDW0nP,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,331.0,156,False,CLOTHES_HANGER,Q2
R_10O88fl87fP9wfM,11,2,2,2,0.18181818181818182,0.5293285692195098,3.0,0.36363636363636365,No_privada,na,51.0,33,False,ELECTRIC_SHAVER,Q1 cold-start
R_10TA7pCDmelHi5H,20,13,10,8,0.65,0.29976741896417397,2.35,0.1,Privada_sensible,na,757.0,216,False,MEDICATION,Q4 historial rico
R_10TV1zyi4yCEEkl,8,6,5,5,0.75,0.373991721011184,3.0,0.125,Privada_moderada,control,1189.0,426,False,NAN,Q4 historial rico
R_10UIzdrJBjoXiRu,20,11,3,2,0.55,0.3996197798073801,2.0,0.95,Privada_sensible,na,404.0,154,False,PAINT,Q3
R_10UkIUlEKmHGVjy,2,2,1,1,1.0,0.9636056692050291,2.0,1.0,Privada_sensible,na,112.0,70,False,NAN,Q1 cold-start
R_10VEwmndSsl39vM,11,8,6,5,0.7272727272727273,0.3573967841771287,2.6363636363636362,0.9090909090909091,Privada_sensible,na,877.0,279,False,ABIS_BOOK,Q4 historial rico
R_10VPzfUmqBTJEiC,4,3,3,2,0.75,0.8192329744788983,2.75,1.0,No_privada,na,743.0,212,False,ABIS_GIFT_CARD,Q4 historial rico
R_10YhHZtIc1xIXOM,9,5,5,5,0.5555555555555556,0.6540391460001258,2.3333333333333335,0.3333333333333333,Privada_sensible,na,71.0,53,False,ELECTRONIC_CABLE,Q1 cold-start
R_10YnFpDzlwQlmrX,20,10,7,4,0.5,0.4901122279293347,2.6,0.1,Privada_sensible,na,302.0,148,False,NAN,Q2
R_10ZbrhoAZPaSEW1,20,14,7,5,0.7,0.4785093732496571,3.0,0.05,No_privada,na,87.0,33,False,SNACK_CHIP_AND_CRISP,Q1 cold-start
R_10qrHohvVyRhmA4,7,7,7,7,1.0,0.39919136837336155,3.0,0.2857142857142857,No_privada,na,1017.0,294,False,INCONTINENCE_PROTECTOR,Q4 historial rico
R_10r2RIJOCZFOra8,1,1,1,1,1.0,1.0,4.0,1.0,Privada_sensible,na,160.0,63,False,DOWNLOADABLE_VIDEO_GAME,Q1 cold-start
R_10uU7A3PqkL1i0o,2,2,1,1,1.0,0.7297228457146043,3.0,1.0,No_privada,na,598.0,226,False,ABIS_BOOK,Q3
R_10vz4qJDEgUnMop,6,3,3,3,0.5,0.4435087372672573,2.1666666666666665,0.16666666666666666,Privada_sensible,na,135.0,87,False,MUSICAL_INSTRUMENT_STRING,Q1 cold-start
R_10wSqGFumZGSTmH,8,4,4,4,0.5,0.42900518353283706,2.25,0.125,Privada_sensible,na,909.0,363,False,NAN,Q4 historial rico
R_10xh23ROf2jC9rP,6,3,2,2,0.5,0.52679631879431,3.0,0.16666666666666666,Privada_moderada,control,86.0,49,False,GIFT_CARD,Q1 cold-start
R_111J2YLIGckNIeJ,3,1,1,1,0.3333333333333333,0.7990605268529934,3.0,1.0,No_privada,na,341.0,44,True,DECORATIVE_SIGNAGE,Q2
R_117LDoOnJxdPvkb,10,5,5,6,0.5,0.3512195307785785,2.5,0.5,Privada_sensible,na,443.0,181,False,ABIS_BOOK,Q3
R_11WUgIV4IWfGoDX,7,6,5,4,0.8571428571428571,0.4568556960339311,1.8571428571428572,0.2857142857142857,Privada_sensible,na,790.0,225,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_11Y3ZtLQrhccXC7,1,1,1,1,1.0,1.0,3.0,1.0,Privada_moderada,control,328.0,78,False,ABIS_BOOK,Q2
R_11ZpeDj8UiavB9G,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,95.0,38,False,LAB_CHEMICAL,Q1 cold-start
R_11apGEU5o3Mncee,20,17,13,11,0.85,0.20516883775177922,2.65,0.05,Privada_sensible,na,270.0,150,False,ABIS_BOOK,Q2
R_11cJ3be1pQV32hb,20,13,10,7,0.65,0.41697148904110604,2.05,0.7,Privada_sensible,na,153.0,51,False,VITAMIN,Q1 cold-start
R_11cp7qScmrrE4EF,20,12,8,5,0.6,0.31140902570004336,2.0,0.9,Privada_sensible,na,321.0,106,False,JERKY,Q2
R_11gymhOPZz4baOa,20,16,11,7,0.8,0.34313199955254897,2.4,0.1,Privada_sensible,na,717.0,167,False,NOODLE,Q4 historial rico
R_11hGWSRiBd8HPmC,20,12,8,6,0.6,0.43786151064386497,2.35,0.95,Privada_sensible,na,594.0,180,False,SKIN_CLEANING_AGENT,Q3
R_1252079aMA9rWUV,3,2,1,1,0.6666666666666666,0.9854427182407367,3.0,1.0,Privada_moderada,control,190.0,60,False,FIGURINE,Q2
R_128UcvT7YzJpnZv,3,3,3,3,1.0,0.5698613187620678,3.0,0.6666666666666666,No_privada,na,1822.0,467,False,ABIS_BOOK,Q4 historial rico
R_129jUlsvVcVBDur,20,11,9,8,0.55,0.34590366419914437,2.9,0.4,Privada_moderada,control,1162.0,339,False,ABIS_BOOK,Q4 historial rico
R_12DXU1DfwUF0Aq5,2,2,1,1,1.0,0.9615626102036409,3.0,1.0,Privada_sensible,na,118.0,59,False,BRA,Q1 cold-start
R_12EeuI1AdMnuvET,14,9,5,4,0.6428571428571429,0.3580380410917888,2.357142857142857,0.07142857142857142,Privada_moderada,control,1089.0,321,False,ABIS_BOOK,Q4 historial rico
R_12G93XcmsS5F4Ea,12,8,6,6,0.6666666666666666,0.425068511676725,3.0,0.16666666666666666,No_privada,na,130.0,49,False,NUT_AND_SEED,Q1 cold-start
R_12L1tdacu5Cc4GE,6,6,6,4,1.0,0.3907202823693616,2.5,0.16666666666666666,Privada_sensible,na,717.0,238,False,ABIS_BOOK,Q4 historial rico
R_12QFQ7lCIls8sRd,19,15,14,9,0.7894736842105263,0.3387314174829266,3.0,0.10526315789473684,Privada_moderada,control,1189.0,270,False,MEDICATION,Q4 historial rico
R_12Qo1HO9MWmZ5Az,7,3,3,3,0.42857142857142855,0.7877178554943477,2.4285714285714284,0.8571428571428571,Privada_sensible,na,708.0,276,False,PORTABLE_ELECTRONIC_DEVICE_COVER,Q4 historial rico
R_12bC3rUwQ2h1sz5,20,11,6,4,0.55,0.3956104445738453,2.4,0.55,Privada_sensible,na,106.0,30,False,ABIS_BOOK,Q1 cold-start
R_12bTyDTgHUIoMUQ,20,9,7,4,0.45,0.5223514462082326,3.0,0.15,No_privada,na,191.0,80,False,ABIS_BOOK,Q2
R_12bxXZmV1h6iVAL,20,9,7,4,0.45,0.5196195351334401,2.1,0.95,Privada_sensible,na,138.0,79,False,SHIRT,Q1 cold-start
R_12hBKyfNeSlhKZN,3,2,2,2,0.6666666666666666,0.5818770001108069,1.3333333333333333,0.3333333333333333,Privada_sensible,na,89.0,36,False,PET_FOOD,Q1 cold-start
R_12kYTBVH8kS49hc,10,9,7,6,0.9,0.6441317672160352,3.0,0.4,No_privada,na,225.0,118,False,DRINK_FLAVORED,Q2
R_12mMk3Dq3Oo4HJb,2,2,2,2,1.0,0.6619887194504753,2.0,1.0,Privada_sensible,na,182.0,90,False,CELLULAR_PHONE_CASE,Q1 cold-start
R_12mdsq5k8OiJ8ji,20,12,5,3,0.6,0.30604524984637593,3.0,0.85,No_privada,na,1630.0,387,False,PHYSICAL_MOVIE,Q4 historial rico
R_12osmPZNBfvNohz,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,171.0,91,False,ABIS_BOOK,Q1 cold-start
R_12xnmbrb1eoH9nn,11,9,8,5,0.8181818181818182,0.5041746091743312,2.4545454545454546,0.2727272727272727,Privada_sensible,na,2074.0,477,False,PET_SUPPLIES,Q4 historial rico
R_12yXy28O9QWzFKM,4,2,2,2,0.5,0.5712959068408244,1.5,0.25,Privada_sensible,na,136.0,87,False,ELECTRONIC_CABLE,Q1 cold-start
R_1BNwZP0DdTOa4rT,20,13,10,7,0.65,0.44891556716004166,2.35,0.15,Privada_sensible,na,356.0,134,False,PET_FOOD,Q2
R_1BOXzyVhrXiWrFg,20,7,7,6,0.35,0.4479292254470194,2.7,0.6,Privada_sensible,na,750.0,275,False,ABIS_BOOK,Q4 historial rico
R_1BPepcPkpmd3HIv,20,11,10,7,0.55,0.4795236522173269,2.0,0.2,Privada_sensible,na,636.0,270,False,NAN,Q3
R_1BWAygjxkFXfxql,16,14,12,9,0.875,0.4463516451515726,2.4375,0.1875,Privada_sensible,na,507.0,178,False,ABIS_BOOK,Q3
R_1BWxQW5L2MlpDCd,20,10,8,5,0.5,0.48343697362839233,2.65,0.75,Privada_sensible,na,730.0,218,False,NAN,Q4 historial rico
R_1C1lcmauvsBML7g,3,3,3,2,1.0,0.6195562080912614,2.3333333333333335,0.6666666666666666,Privada_sensible,na,99.0,72,False,ABIS_BOOK,Q1 cold-start
R_1C1nnqKIVMlhfTh,20,9,8,7,0.45,0.34619905171164966,3.0,0.2,No_privada,na,68.0,42,False,PHYSICAL_VIDEO_GAME_SOFTWARE,Q1 cold-start
R_1C465BAQuYyIY3s,8,6,4,3,0.75,0.495290165174372,3.0,0.25,Privada_moderada,control,169.0,76,False,HEALTH_PERSONAL_CARE,Q1 cold-start
R_1C4nKyrv0w2thJn,20,10,6,4,0.5,0.47259671498056627,3.0,0.9,Privada_moderada,treated,2987.0,569,False,NAN,Q4 historial rico
R_1C4tcyEfmcsKI9X,20,13,11,9,0.65,0.2672703545671078,2.25,0.05,Privada_sensible,na,835.0,297,False,NAN,Q4 historial rico
R_1C75XRebT1eliL0,20,13,10,4,0.65,0.2578148089688047,3.0,0.05,No_privada,na,1309.0,346,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1C7NqhhPa152vIZ,5,4,3,3,0.8,0.45573224237293253,2.0,0.2,Privada_sensible,na,335.0,157,False,ABIS_BOOK,Q2
R_1C8w4NDDQC5fcgE,20,15,12,11,0.75,0.28337700931679183,2.9,0.05,Privada_moderada,control,1950.0,430,False,NAN,Q4 historial rico
R_1C9YUFD8GunlGej,12,7,6,6,0.5833333333333334,0.4653175146595541,2.5833333333333335,0.08333333333333333,Privada_sensible,na,1683.0,396,False,DRINK_FLAVORED,Q4 historial rico
R_1CBcqx5T9GZcMRt,7,5,4,4,0.7142857142857143,0.4082721249754438,2.4285714285714284,0.14285714285714285,Privada_sensible,na,219.0,103,False,ABIS_BOOK,Q2
R_1CDqTWLWIk642Vp,2,2,1,1,1.0,0.6639243266658498,2.0,0.5,Privada_sensible,na,388.0,202,False,NAN,Q3
R_1CDsrhMg50NRqDR,3,3,3,2,1.0,0.79885633560637,3.0,0.6666666666666666,Privada_sensible,na,107.0,72,False,NAN,Q1 cold-start
R_1CEeWOcxWHKG89k,3,2,2,2,0.6666666666666666,0.6934782599163993,2.3333333333333335,0.6666666666666666,Privada_sensible,na,267.0,139,False,ABIS_BOOK,Q2
R_1CHdyvBKOQ3uBZ4,6,5,4,5,0.8333333333333334,0.5346474459827003,2.6666666666666665,0.3333333333333333,Privada_sensible,na,700.0,242,False,ABIS_BOOK,Q4 historial rico
R_1CIOVoUy3w1iF6O,8,4,3,3,0.5,0.603212601109901,2.0,0.5,Privada_sensible,na,188.0,110,False,ABIS_BOOK,Q1 cold-start
R_1CIQjlABWt7jZWc,20,13,7,5,0.65,0.3465332631572422,2.15,0.05,Privada_sensible,na,433.0,168,False,NUTRITIONAL_SUPPLEMENT,Q3
R_1CIacB07yGtR0gk,20,9,8,5,0.45,0.32990867117769634,2.3,0.1,Privada_sensible,na,162.0,69,False,NAN,Q1 cold-start
R_1Cd5zmz07X5BqKa,20,14,8,3,0.7,0.4503461886521687,3.0,0.25,No_privada,na,779.0,255,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1Cew4e6dmKZSryU,20,9,7,3,0.45,0.29007070641930777,3.0,0.3,Privada_moderada,control,209.0,83,False,GROCERY,Q2
R_1CexkWTJYOAs1Rc,2,2,1,1,1.0,0.9900851217900566,2.5,1.0,Privada_sensible,na,234.0,124,False,NAN,Q2
R_1CjWIsByjtP0GxZ,20,12,7,4,0.6,0.5005565420238145,2.3,0.1,Privada_sensible,na,587.0,192,False,PET_FOOD,Q3
R_1CjrqlIqihbkYgk,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,438.0,192,False,ABIS_BOOK,Q3
R_1ClqO4ZMDuwGjfl,20,15,12,7,0.75,0.3944624833025744,2.1,0.05,Privada_sensible,na,1019.0,305,False,COFFEE,Q4 historial rico
R_1CmhrU1GJmKnbwz,2,2,2,2,1.0,0.6526406501751129,3.0,1.0,Privada_moderada,control,459.0,218,False,NAN,Q3
R_1CqGMkfiCiATbn4,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,194.0,67,False,NUTRITIONAL_SUPPLEMENT,Q2
R_1Cqo5jWbdtMOnzE,3,2,2,2,0.6666666666666666,0.9661609629178317,2.6666666666666665,1.0,Privada_sensible,na,10.0,6,False,FIGURINE,Q1 cold-start
R_1CrP2yfBldcblJm,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,200.0,95,False,NUTRITIONAL_SUPPLEMENT,Q2
R_1CwjzRpr3YtQm10,9,5,5,4,0.5555555555555556,0.5954384967455773,2.0,0.8888888888888888,Privada_sensible,na,162.0,64,False,DOWNLOADABLE_VIDEO_GAME,Q1 cold-start
R_1Cx2TzfSj9KxVhR,20,14,10,6,0.7,0.3848958229210663,2.3,0.2,Privada_sensible,na,1106.0,381,False,ABIS_BOOK,Q4 historial rico
R_1CxLS0volYi8suF,4,2,2,2,0.5,0.6855900241459866,1.75,1.0,Privada_sensible,na,84.0,46,False,PET_FOOD,Q1 cold-start
R_1Cxudu8A9eVd1uu,1,1,1,1,1.0,1.0,3.0,1.0,Privada_moderada,control,79.0,58,False,ABIS_BOOK,Q1 cold-start
R_1CyB9f5zdimvkgY,20,3,3,2,0.15,0.44990085202090385,3.0,0.25,Privada_moderada,control,137.0,42,False,GIFT_CARD,Q1 cold-start
R_1DAmI2BFtglaWhP,3,3,2,2,1.0,0.42241752688071216,3.0,0.3333333333333333,No_privada,na,527.0,123,False,FRUIT,Q3
R_1DGSlefke200soD,17,14,13,10,0.8235294117647058,0.36719584274147193,2.9411764705882355,0.5882352941176471,Privada_moderada,treated,1357.0,392,False,FIGURINE,Q4 historial rico
R_1DGVVsovR661OqT,9,8,6,4,0.8888888888888888,0.41796636104686025,2.3333333333333335,0.1111111111111111,Privada_sensible,na,177.0,96,False,PET_FOOD,Q1 cold-start
R_1DJ4QJgrJwK7g3Y,10,9,9,7,0.9,0.6020354220239194,3.0,0.8,No_privada,na,644.0,260,False,NAN,Q3
R_1DJdUrYA1I0QAKh,20,12,7,8,0.6,0.34370190710168214,3.0,0.15,No_privada,na,932.0,213,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1DLRE54vbCjvb6t,8,4,3,2,0.5,0.42441341972941476,3.0,0.25,No_privada,na,632.0,155,False,HERBAL_SUPPLEMENT,Q3
R_1DN3c0hBRQtsdUT,20,8,6,5,0.4,0.4036228207032398,2.25,0.05,Privada_sensible,na,387.0,152,False,NAN,Q3
R_1DO0yCFWRZwNW8m,20,10,7,4,0.5,0.2649755293066125,1.95,0.05,Privada_sensible,na,545.0,236,False,SKIN_MOISTURIZER,Q3
R_1DOwHkGiX8DX7mF,2,2,2,1,1.0,0.9391746698629234,2.0,1.0,Privada_sensible,na,716.0,289,False,ABIS_BOOK,Q4 historial rico
R_1DTocDmr98DeSu5,9,5,3,3,0.5555555555555556,0.6335015010749753,3.0,0.5555555555555556,No_privada,na,694.0,201,False,PAINT,Q4 historial rico
R_1DULPnUes4caEHg,12,7,8,6,0.5833333333333334,0.4478443353928621,3.0,0.8333333333333334,No_privada,na,839.0,283,False,NAN,Q4 historial rico
R_1DUTc6uWTcrQ0eJ,4,3,3,2,0.75,0.676285798831573,3.0,0.75,No_privada,na,109.0,73,False,SNACK_MIX,Q1 cold-start
R_1DXTNttXJvyt2M8,3,3,3,2,1.0,0.7014834686093588,2.0,1.0,Privada_sensible,na,1256.0,326,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1DYWdbAMt6LyCZH,20,14,11,7,0.7,0.37145489137810006,2.1,0.6,Privada_sensible,na,1063.0,261,False,ABIS_BOOK,Q4 historial rico
R_1DYjkc1gJNvrzzL,20,15,13,8,0.75,0.29068782774243906,2.2,0.15,Privada_sensible,na,549.0,204,False,PET_FOOD,Q3
R_1DqZfuFgEoydLGw,20,7,6,3,0.35,0.3361860066230785,1.8,0.85,Privada_sensible,na,155.0,84,False,NAN,Q1 cold-start
R_1DuNz7P7ow9xvT2,1,1,1,1,1.0,1.0,3.0,1.0,Privada_moderada,treated,128.0,27,False,NAN,Q1 cold-start
R_1DuoH6Bkf22R6Ck,1,1,1,1,1.0,1.0,2.0,1.0,No_privada,na,324.0,124,False,PET_FOOD,Q2
R_1Duw20LaOXMnKSN,17,8,7,7,0.47058823529411764,0.3238416713698684,2.823529411764706,0.17647058823529413,Privada_sensible,na,132.0,36,False,NAN,Q1 cold-start
R_1E09cCgzMzFPS25,20,8,5,5,0.4,0.526035786047926,1.75,0.15,Privada_sensible,na,1400.0,196,False,WATER,Q4 historial rico
R_1E0ZZlhukNsNc7w,8,6,5,5,0.75,0.4489853959526151,2.625,1.0,Privada_moderada,control,1074.0,127,False,DAIRY_BASED_YOGURT,Q4 historial rico
R_1E3TJBNJVtr3tcD,15,12,11,8,0.8,0.5154717249861049,2.533333333333333,0.6,Privada_sensible,na,1179.0,383,False,NAN,Q4 historial rico
R_1E53RXpod4qfyA7,2,1,1,1,0.5,0.9658534553753455,3.0,1.0,No_privada,na,272.0,107,False,ABIS_BOOK,Q2
R_1EYyNuRpRDjWWz1,1,1,1,1,1.0,1.0,1.0,1.0,Privada_sensible,na,6.0,5,False,DOWNLOADABLE_VIDEO_GAME,Q1 cold-start
R_1EafkWC1L7tVe0w,12,8,7,7,0.6666666666666666,0.26698472578654237,2.9166666666666665,0.25,Privada_moderada,control,1088.0,297,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1Eb0TuKdBzAPRU5,20,15,11,7,0.75,0.2193146267336848,3.0,0.2,Privada_moderada,treated,491.0,212,False,PET_FOOD,Q3
R_1EcWoboad0WrY5X,4,3,3,3,0.75,0.43229656278157025,2.5,0.25,Privada_sensible,na,223.0,125,False,PET_SUPPLIES,Q2
R_1Egu0oETMcJuIOb,11,7,6,4,0.6363636363636364,0.3800333628311066,3.0,0.18181818181818182,No_privada,na,313.0,174,False,NAN,Q2
R_1F2tvNSRK2zrouN,20,9,7,5,0.45,0.4905025930645717,2.15,0.25,Privada_sensible,na,332.0,62,False,PET_FOOD,Q2
R_1F35QiIK5csZBEC,20,11,9,6,0.55,0.3270502742655971,2.15,0.2,Privada_sensible,na,780.0,321,False,ABIS_BOOK,Q4 historial rico
R_1F4fgnTRZwHJ1WY,10,5,5,3,0.5,0.5526744752109998,2.9,0.3,Privada_sensible,na,124.0,79,False,COFFEE_FILTER,Q1 cold-start
R_1F57CbiIhh4rOKq,20,10,9,5,0.5,0.2872104727679678,3.0,0.05,No_privada,na,161.0,95,False,ABIS_BOOK,Q1 cold-start
R_1F5JRp7RYbcB55J,20,14,11,10,0.7,0.6794692181624866,3.0,0.5,No_privada,na,781.0,250,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1F5LdE5ipIiHqwA,20,9,7,4,0.45,0.486070844915741,2.65,0.9,Privada_sensible,na,89.0,57,False,GIFT_CARD,Q1 cold-start
R_1F8kBHmvN5XyD9g,16,7,8,6,0.4375,0.24990259296029474,3.0,0.0625,No_privada,na,269.0,35,False,NAN,Q2
R_1F8mw2kq3LVfGAd,7,4,4,4,0.5714285714285714,0.4204655288840594,3.0,0.2857142857142857,Privada_moderada,control,91.0,55,False,ANIMAL_FUR_CLEANER_CONDITIONER,Q1 cold-start
R_1FCKkx02ayJ8GvV,20,9,6,7,0.45,0.31308973627768316,3.0,0.05,No_privada,na,548.0,199,False,NAN,Q3
R_1FCYNIyA9OC3dAo,4,1,1,1,0.25,0.7685733237290074,2.75,0.75,Privada_sensible,na,393.0,161,False,NAN,Q3
R_1FDuPfFH7Gp0BWI,2,1,1,1,0.5,0.6959763921520807,1.0,0.5,Privada_sensible,na,816.0,221,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_1FIIRdb0jGJ9oRe,20,8,8,8,0.4,0.34672174186560367,2.55,0.15,Privada_sensible,na,612.0,139,False,NUTRITIONAL_SUPPLEMENT,Q3
R_1FILvmI2ZEKHPPR,20,11,3,1,0.55,0.4597974579807794,3.0,0.3,No_privada,na,1325.0,138,False,DAIRY_BASED_CHEESE,Q4 historial rico
R_1FJ01Kk4aB1BWNJ,4,3,3,2,0.75,0.766487803587238,2.5,0.75,Privada_sensible,na,227.0,98,False,SNACK_CHIP_AND_CRISP,Q2
R_1FJHvQm83j8lK35,20,13,10,8,0.65,0.475672831738413,2.3,0.15,Privada_sensible,na,1031.0,280,False,PET_FOOD,Q4 historial rico
R_1FJlXVDBsBrZOy3,20,9,7,5,0.45,0.4282103368641056,1.9,0.15,Privada_sensible,na,483.0,220,False,NAN,Q3
R_1FQHtC65uMiLsjT,20,7,5,3,0.35,0.37263194587679116,1.55,0.05,Privada_sensible,na,537.0,220,False,NAN,Q3
R_1FRQDBoks93vPCz,20,12,10,7,0.6,0.3610905941909536,1.85,0.15,Privada_sensible,na,380.0,135,False,ABIS_BOOK,Q3
R_1FWSWSjBuPMvSgx,11,4,3,3,0.36363636363636365,0.37600547078656577,1.8181818181818181,0.8181818181818182,Privada_sensible,na,383.0,120,False,ABIS_BOOK,Q3
