Survey ResponseID,n_recs,ild_category,ild_cat1,ild_cat2,ild_pct,avg_score,avg_reasons,hit_rate,privacy_level,exp_group,total_products,category_diversity,is_category_specialist,category_top1,cuartil_hist
R_1rwuX4wk0894iAd,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,163.0,113,False,NAN,Q1 cold-start
R_1rxh8W9RfDR9wu7,7,4,4,4,0.5714285714285714,0.308743278354863,3.0,0.14285714285714285,Privada_moderada,control,217.0,105,False,ANIMAL_NUTRITIONAL_SUPPLEMENT,Q2
R_1zVJnDAfoFLamOd,20,16,12,10,0.8,0.39651349009104775,2.5,0.1,Privada_sensible,na,868.0,221,False,ABIS_BOOK,Q4 historial rico
R_20M6h8zoTN9Ddxq,20,11,3,1,0.55,0.38045298342183653,3.0,0.75,No_privada,na,1320.0,123,False,FRUIT,Q4 historial rico
R_20MRqdCxs3CJOBI,20,14,11,7,0.7,0.37324317583159766,2.95,0.75,Privada_moderada,control,1449.0,425,False,NAN,Q4 historial rico
R_20Mey89p8tRQZQv,20,12,9,9,0.6,0.4678979473095116,2.8,0.4,Privada_sensible,na,1125.0,320,False,SNACK_FOOD_BAR,Q4 historial rico
R_20O6baqxT4T2CbA,20,7,5,2,0.35,0.290708986073805,3.0,0.2,No_privada,na,1160.0,356,False,NAN,Q4 historial rico
R_20ON9TjJWV64IZO,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,468.0,143,False,SHIRT,Q3
R_20OviMsTBVJMnGX,7,5,5,5,0.7142857142857143,0.3057880432482279,3.0,0.7142857142857143,No_privada,na,125.0,69,False,AUTO_ACCESSORY,Q1 cold-start
R_20S7crqtX9XLeBx,20,15,13,11,0.75,0.4343465472403366,2.45,0.5,Privada_sensible,na,596.0,224,False,CLEANING_AGENT,Q3
R_20TfrMlw0zMoVHi,10,3,3,2,0.3,0.4062936052200299,2.8,0.2,Privada_sensible,na,123.0,66,False,GIFT_CARD,Q1 cold-start
R_20URm9nTtAT8LS4,3,2,2,2,0.6666666666666666,0.6181323948142298,2.0,0.6666666666666666,Privada_sensible,na,430.0,154,False,NAN,Q3
R_20UwEYQV7dpm1dK,4,1,1,1,0.25,0.5411205821662253,2.5,1.0,Privada_sensible,na,113.0,36,False,COOKIE,Q1 cold-start
R_20UxPwlfYjaIV5k,20,9,7,4,0.45,0.3264456924732453,1.6,0.05,Privada_sensible,na,694.0,262,False,INCONTINENCE_PROTECTOR,Q4 historial rico
R_20V73ixsOYXCBbP,11,10,7,5,0.9090909090909091,0.279443014193177,2.6363636363636362,0.18181818181818182,Privada_sensible,na,563.0,181,False,PET_FOOD,Q3
R_20V7srZUzANQQ4T,7,5,4,5,0.7142857142857143,0.40167166209061633,2.142857142857143,0.14285714285714285,Privada_sensible,na,217.0,99,False,HERBAL_SUPPLEMENT,Q2
R_20VzvJRJfQuBK0A,20,15,11,8,0.75,0.4524762947353643,2.95,0.7,Privada_moderada,control,178.0,98,False,NAN,Q1 cold-start
R_20Yd9DvrGselmZY,3,3,2,2,1.0,0.4345244824526244,3.0,0.3333333333333333,No_privada,na,1845.0,234,False,SKIN_MOISTURIZER,Q4 historial rico
R_20Z3XrmdVrFDp3r,18,13,12,10,0.7222222222222222,0.30334263248836385,2.6666666666666665,0.16666666666666666,Privada_sensible,na,834.0,306,False,NAN,Q4 historial rico
R_210V9S2KUSs9UGB,20,12,9,7,0.6,0.3403320367768577,3.0,0.2,No_privada,na,248.0,110,False,NAN,Q2
R_210tLKdUbUZuf7O,20,13,11,10,0.65,0.5152863597200423,3.0,0.4,No_privada,na,1321.0,407,False,ABIS_BOOK,Q4 historial rico
R_214Wm7S7308feRf,2,2,2,2,1.0,0.698478540642681,3.0,1.0,No_privada,na,167.0,83,False,NUT_AND_SEED,Q1 cold-start
R_216bCmDHZYPaK04,20,14,13,10,0.7,0.24446079458744924,3.0,0.05,No_privada,na,673.0,231,False,ABIS_GIFT_CARD,Q3
R_21B94A6XQ9h1HZb,20,9,8,5,0.45,0.3275446690187567,1.7,0.1,Privada_sensible,na,198.0,82,False,PET_FOOD,Q2
R_21EtjPQuJMuZSHZ,7,4,4,4,0.5714285714285714,0.45295613335992485,3.0,0.2857142857142857,Privada_moderada,control,113.0,60,False,INCONTINENCE_PROTECTOR,Q1 cold-start
R_21G54IjScAJhDAM,3,3,3,2,1.0,0.6363725184719667,2.6666666666666665,0.6666666666666666,Privada_sensible,na,286.0,142,False,ABIS_BOOK,Q2
R_21GPeeqYRjC1kb1,7,6,6,3,0.8571428571428571,0.46994212327278573,2.142857142857143,0.2857142857142857,Privada_sensible,na,527.0,191,False,NAN,Q3
R_21HZ93fyBrvys2R,20,10,8,5,0.5,0.2706514861434045,1.65,0.2,Privada_sensible,na,526.0,145,False,NUTRITIONAL_SUPPLEMENT,Q3
R_21aNrgZVQUA7xK3,2,2,2,2,1.0,0.9624624372966599,3.0,1.0,Privada_sensible,na,247.0,79,False,NUTRITIONAL_SUPPLEMENT,Q2
R_21cTMQKilozlXBu,5,3,4,3,0.6,0.655587880162704,3.0,0.8,No_privada,na,512.0,152,False,NAN,Q3
R_21cWNjOOx90MLTG,2,2,2,2,1.0,0.6924638685469509,3.0,1.0,Privada_sensible,na,102.0,71,False,ABIS_BOOK,Q1 cold-start
R_21hd1YVMlulldVy,5,2,2,2,0.4,0.5515732960709402,1.2,0.8,Privada_sensible,na,53.0,27,False,TABLETOP_GAME,Q1 cold-start
R_21iH7SkDgNaQQ6b,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,572.0,162,False,SHIRT,Q3
R_21j0vRI5h23O7fY,20,8,6,4,0.4,0.28358511997989916,2.1,0.1,Privada_sensible,na,221.0,82,False,TOY_FIGURE,Q2
R_21ntohm9l0O4R0Y,5,5,5,5,1.0,0.3763297526863142,2.6,0.4,Privada_sensible,na,523.0,207,False,NAN,Q3
R_21sMUAqjBZfdrER,2,2,2,2,1.0,0.9989294471044052,3.0,1.0,No_privada,na,76.0,49,False,FOOD,Q1 cold-start
R_21tDv0WhjsIxabL,2,2,2,2,1.0,0.5955254948368107,3.0,0.5,Privada_sensible,na,395.0,195,False,NAN,Q3
R_21ttkGbeIL6HdlR,20,13,9,8,0.65,0.4361536711530188,3.0,0.65,No_privada,na,791.0,301,False,NAN,Q4 historial rico
R_21uLzgXIQaIAaBw,9,5,4,3,0.5555555555555556,0.5207860754414877,2.888888888888889,0.3333333333333333,Privada_moderada,control,211.0,89,False,ABIS_BOOK,Q2
R_21uibgT9dgqRD9J,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,629.0,256,False,NAN,Q3
R_21v64TCmtpIIH87,20,5,4,2,0.25,0.37545261688636106,1.9,0.15,Privada_sensible,na,95.0,55,False,GIFT_CARD,Q1 cold-start
R_21vrOdR7S4szc1h,20,15,12,10,0.75,0.4445142904894787,2.85,0.9,Privada_moderada,control,610.0,224,False,PET_FOOD,Q3
R_21vtzOUrbyaVnsL,4,4,4,2,1.0,0.6711307000863376,2.0,0.5,Privada_sensible,na,75.0,47,False,PHOTOGRAPHIC_FILM,Q1 cold-start
R_21yP1ZuMSzzaKJh,3,1,1,1,0.3333333333333333,0.5858151103514039,3.0,0.3333333333333333,No_privada,na,88.0,43,False,HAIR_STYLING_AGENT,Q1 cold-start
R_22AqasPW903IXSY,20,10,8,4,0.5,0.43779771783498855,2.15,0.1,Privada_sensible,na,356.0,146,False,NUTRITIONAL_SUPPLEMENT,Q2
R_22DJIjS0M8yvaYO,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,776.0,300,False,ABIS_BOOK,Q4 historial rico
R_22EqYPrCOjfHTvh,20,16,12,8,0.8,0.3704131025556861,2.45,0.25,Privada_sensible,na,591.0,237,False,NAN,Q3
R_22FDJUEGrcHh4VD,6,6,6,6,1.0,0.4244487516823028,2.3333333333333335,0.3333333333333333,Privada_sensible,na,914.0,276,False,ABIS_BOOK,Q4 historial rico
R_22Gj4pgXDsezuKw,7,5,4,2,0.7142857142857143,0.5961588873675561,3.0,1.0,Privada_moderada,control,147.0,66,False,FOOD,Q1 cold-start
R_22Gn4dE4LeRGLs2,20,16,13,10,0.8,0.32951328304328115,2.9,0.35,Privada_sensible,na,1516.0,397,False,PET_FOOD,Q4 historial rico
R_22KXkjjsQLNRz8z,20,11,7,4,0.55,0.51483185103661,2.2,0.1,Privada_sensible,na,48.0,27,False,ABIS_BOOK,Q1 cold-start
R_22KYqoomEYLo2wq,3,3,3,3,1.0,0.6094983600828602,2.3333333333333335,0.3333333333333333,Privada_sensible,na,244.0,139,False,FOOD,Q2
R_22LhWfg76oW592Y,2,2,2,2,1.0,0.6747672123938508,2.0,0.5,Privada_sensible,na,439.0,130,False,VITAMIN,Q3
R_22MkfF3QvG2hLAz,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,274.0,113,False,NAN,Q2
R_22QYpfx86KSwry8,2,2,2,2,1.0,0.9009518121291438,2.0,1.0,Privada_sensible,na,641.0,275,False,NUTRITIONAL_SUPPLEMENT,Q3
R_22RhdxIZQO8iwin,13,5,5,3,0.38461538461538464,0.37726264777311064,2.5384615384615383,0.38461538461538464,Privada_sensible,na,380.0,162,False,PET_FOOD,Q3
R_22SxELlmhBQCe1C,18,15,13,10,0.8333333333333334,0.2697337772465598,2.5,0.7222222222222222,Privada_sensible,na,1209.0,329,False,NUTRITIONAL_SUPPLEMENT,Q4 historial rico
R_22Wzy1G9WL8KGax,20,6,5,2,0.3,0.3934283314871784,1.6,0.25,Privada_sensible,na,1025.0,163,False,SNACK_FOOD_BAR,Q4 historial rico
R_22XEVzemearX7mD,3,2,1,1,0.6666666666666666,0.7078395635003311,2.6666666666666665,1.0,Privada_sensible,na,177.0,102,False,PHYSICAL_MOVIE,Q1 cold-start
R_22XOWVbIo1lxpmy,4,4,4,4,1.0,0.6798413307759704,3.0,0.75,Privada_moderada,control,425.0,170,False,ABIS_BOOK,Q3
R_22YdEF4Zn3bvwe6,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,640.0,220,False,DRESS,Q3
R_22mMopWqAj09mQc,20,14,9,6,0.7,0.4158819458355256,3.0,0.1,No_privada,na,2185.0,191,False,FRUIT,Q4 historial rico
R_22nS4Bu8Q3B84gf,20,13,10,7,0.65,0.2975402702984145,3.0,0.15,No_privada,na,702.0,240,False,ABIS_BOOK,Q4 historial rico
R_22rJF9Az75VyMxb,20,12,6,4,0.6,0.593615832970292,2.35,0.95,Privada_sensible,na,121.0,65,False,PACKAGED_SOUP_AND_STEW,Q1 cold-start
R_22tZfZkw9b1zxls,20,14,11,11,0.7,0.3103400590772171,2.25,0.05,Privada_sensible,na,679.0,205,False,NAN,Q3
R_22udnXca5oRyxME,20,16,8,5,0.8,0.616556189047617,2.35,0.3,Privada_sensible,na,511.0,191,False,NAN,Q3
R_22yrF4uq6PhC732,20,9,6,4,0.45,0.4825734452336062,1.7,0.35,Privada_sensible,na,109.0,48,False,ABIS_BOOK,Q1 cold-start
R_22zUFw96HSXLvK9,5,4,4,4,0.8,0.3491019239557421,3.0,0.2,No_privada,na,131.0,63,False,ABIS_BOOK,Q1 cold-start
R_231Z70wupQFdnTB,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,72.0,44,False,ABIS_BOOK,Q1 cold-start
R_2338QGZaaaR1nho,13,5,5,4,0.38461538461538464,0.3578714295637079,3.0,0.15384615384615385,No_privada,na,663.0,231,False,PET_FOOD,Q3
R_233LIoxld2yja6j,4,3,2,2,0.75,0.7963723746228328,2.5,1.0,Privada_sensible,na,103.0,59,False,ABIS_BOOK,Q1 cold-start
R_239wI20DbeKBIU5,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,182.0,70,False,ABIS_MUSIC,Q1 cold-start
R_23LGwgsgRxQiNJ7,2,2,1,1,1.0,0.9615626102036409,3.0,1.0,Privada_sensible,na,1013.0,228,False,FOOD,Q4 historial rico
R_23ThXRxY2BTPyy5,4,3,3,3,0.75,0.5697188276680142,2.75,0.75,Privada_sensible,na,658.0,264,False,NAN,Q3
R_23V8820W0FIJSgd,20,10,8,4,0.5,0.4956209385768375,2.5,0.1,Privada_sensible,na,223.0,86,False,ABIS_BOOK,Q2
R_23ZDXN18izogrMk,20,13,8,5,0.65,0.3619860462413316,3.0,0.05,No_privada,na,728.0,140,False,MEAT,Q4 historial rico
R_23ZwAcyeCLyHKAW,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,1016.0,289,False,ABIS_BOOK,Q4 historial rico
R_23dSKA9sTXoQOMf,20,10,8,4,0.5,0.5185995143307117,2.05,0.1,Privada_sensible,na,180.0,103,False,NAN,Q1 cold-start
R_23dl1M82ZW221h1,2,2,2,2,1.0,0.9059000865115479,2.5,1.0,Privada_sensible,na,220.0,93,False,PHYSICAL_MOVIE,Q2
R_23eD9Db68xpXl0d,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,542.0,109,True,ABIS_BOOK,Q3
R_23enipHqTsjcQfN,20,16,11,8,0.8,0.5531926411524125,2.75,0.95,Privada_sensible,na,918.0,283,False,ABIS_GIFT_CARD,Q4 historial rico
R_23f82WqsqmRxv81,20,9,7,7,0.45,0.27269293133641825,3.0,0.55,No_privada,na,118.0,60,False,NAN,Q1 cold-start
R_23fX29Tyw0uC7Pd,20,11,9,5,0.55,0.33626146351249725,1.8,0.05,Privada_sensible,na,386.0,141,False,NAIL_POLISH,Q3
R_23gCEoioC9LnEpm,20,5,4,2,0.25,0.430167962708709,3.0,0.2,No_privada,na,132.0,30,False,GIFT_CARD,Q1 cold-start
R_242WvoRa1gqxJGV,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,199.0,106,False,AIR_GUN_PROJECTILE,Q2
R_247Ax9cFFZftmdh,20,13,10,6,0.65,0.5473914818794763,2.3,0.8,Privada_sensible,na,1930.0,452,False,DRINK_FLAVORED,Q4 historial rico
R_248HEjiUt8tw60V,4,3,2,3,0.75,0.5336318708588887,3.0,1.0,No_privada,na,243.0,88,False,DRINK_FLAVORED,Q2
R_248iRXgLLXgwGMZ,11,6,6,7,0.5454545454545454,0.3481493881038273,3.0,0.36363636363636365,No_privada,na,457.0,215,False,NAN,Q3
R_249670wYZ5roq0q,20,9,7,4,0.45,0.47662419999130873,2.65,0.9,Privada_sensible,na,216.0,52,False,ABIS_GIFT_CARD,Q2
R_24B0L8fp0uSaj6n,20,11,8,6,0.55,0.38828431118024154,1.9,0.9,Privada_sensible,na,466.0,144,False,ABIS_BOOK,Q3
R_24B0Lr48ZGfOyBr,20,6,5,3,0.3,0.31710713423010317,3.0,0.2,No_privada,na,40.0,24,False,TOY_FIGURE,Q1 cold-start
R_24BGQeYnh5rnOEv,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,135.0,89,False,ABIS_BOOK,Q1 cold-start
R_24CoylaWTDs52IQ,8,6,5,3,0.75,0.5031470071756537,2.875,1.0,Privada_moderada,control,585.0,212,False,NAN,Q3
R_24DbIDhFrNpJkdz,15,11,8,6,0.7333333333333333,0.40084993547513287,3.0,0.3333333333333333,No_privada,na,180.0,50,False,ABIS_GIFT_CARD,Q1 cold-start
R_24GfMQK7Qh4FF51,20,10,9,6,0.5,0.29187643257331825,3.0,0.1,No_privada,na,860.0,277,False,ABIS_BOOK,Q4 historial rico
R_24HF9twScCsf5uy,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,177.0,83,False,PET_FOOD,Q1 cold-start
R_24INqi2ERG7Q8v3,5,4,3,3,0.8,0.6301460972177675,3.0,1.0,No_privada,na,694.0,212,False,INCONTINENCE_PROTECTOR,Q4 historial rico
R_24MKoSmvuiLEI76,20,9,7,7,0.45,0.3644215078452807,2.85,0.55,Privada_sensible,na,1396.0,391,False,NAN,Q4 historial rico
R_24N5KoItyOzouAl,2,2,2,2,1.0,0.5999631318223848,3.0,0.5,No_privada,na,702.0,157,False,ABIS_BOOK,Q4 historial rico
R_24NTzsFaCm0NMwA,20,10,8,5,0.5,0.490953815491239,2.55,0.95,Privada_sensible,na,381.0,154,False,ABIS_BOOK,Q3
R_24P0vykrD1RJG07,4,4,3,2,1.0,0.6074939164409746,2.5,1.0,Privada_sensible,na,226.0,111,False,ABIS_BOOK,Q2
R_24PfvnRLl8MyeaF,3,2,2,2,0.6666666666666666,0.9163968516226474,2.0,1.0,Privada_sensible,na,67.0,43,False,NAN,Q1 cold-start
R_24Pi9vmQksqxQqR,7,5,5,3,0.7142857142857143,0.5103167456416245,2.857142857142857,0.7142857142857143,Privada_sensible,na,29.0,18,False,ABIS_BOOK,Q1 cold-start
R_24bE9NTxiBf6v2b,20,11,9,7,0.55,0.31637765311148963,1.8,0.15,Privada_sensible,na,574.0,97,False,PET_FOOD,Q3
R_24bGur3im5IAPdZ,17,7,6,6,0.4117647058823529,0.300997490807539,3.0,0.058823529411764705,No_privada,na,971.0,279,False,NAN,Q4 historial rico
R_24clqkYBai6m1Xz,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,61.0,32,False,NAN,Q1 cold-start
R_24csoaO569P4Yzz,20,17,12,10,0.85,0.4991433509417382,2.45,0.2,Privada_sensible,na,5125.0,671,False,ABIS_BOOK,Q4 historial rico
R_24f9hBh5NSWGX7k,20,14,8,6,0.7,0.5551623946588728,2.6,0.45,Privada_sensible,na,203.0,85,False,PET_FOOD,Q2
R_24hYTLHKtH4gBcM,20,14,7,5,0.7,0.5438788355396728,2.7,0.25,Privada_sensible,na,490.0,181,False,PET_FOOD,Q3
R_24i0mUSZwuZUkFB,14,10,8,6,0.7142857142857143,0.210722731657933,2.5714285714285716,0.14285714285714285,Privada_sensible,na,724.0,225,False,PET_FOOD,Q4 historial rico
R_24k3UnBOhSTxgwO,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,76.0,47,False,ABIS_BOOK,Q1 cold-start
R_24nLvo5DCDemQ4Q,19,16,12,8,0.8421052631578947,0.32298817551030173,2.1578947368421053,0.631578947368421,Privada_sensible,na,2577.0,628,False,NAN,Q4 historial rico
R_24orD5rutIXLwOr,20,9,7,4,0.45,0.5295653163943118,1.95,0.75,Privada_sensible,na,110.0,51,False,ABIS_BOOK,Q1 cold-start
R_24ovSGBcJmAm7rm,5,3,3,2,0.6,0.539421178277617,2.4,0.2,Privada_sensible,na,482.0,187,False,ABIS_BOOK,Q3
R_24pEE0Vw9ELB7LN,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,169.0,99,False,SKIN_MOISTURIZER,Q1 cold-start
R_24q37XKZhX00HgC,18,9,8,5,0.5,0.3746244260991975,2.0,0.5555555555555556,Privada_sensible,na,934.0,334,False,NAN,Q4 historial rico
R_24r8zX3cL47kTms,20,10,8,4,0.5,0.4736714401332513,3.0,0.95,No_privada,na,133.0,53,False,GIFT_CARD,Q1 cold-start
R_24ubsh7FUCIQgTb,3,3,3,2,1.0,0.583637913886864,3.0,0.3333333333333333,No_privada,na,132.0,67,False,PHYSICAL_VIDEO_GAME_SOFTWARE,Q1 cold-start
R_24wSwlKgzswC6p1,5,5,3,2,1.0,0.9386119362888105,2.2,1.0,Privada_sensible,na,230.0,105,False,MINERAL_SUPPLEMENT,Q2
R_24zUdJ8NlmiSMK8,7,2,2,2,0.2857142857142857,0.7086333894736249,2.4285714285714284,1.0,Privada_sensible,na,213.0,107,False,TUNIC,Q2
R_24zVkexcmyl1DOJ,9,8,5,4,0.8888888888888888,0.485878922924003,3.0,0.8888888888888888,Privada_sensible,na,98.0,56,False,ENVELOPE,Q1 cold-start
R_25BcsVAyBEUzgpo,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,1131.0,275,False,FOOD,Q4 historial rico
R_25EHRGMe6DLAUM9,6,4,2,2,0.6666666666666666,0.6032710186789504,2.6666666666666665,1.0,Privada_sensible,na,1290.0,329,False,ABIS_BOOK,Q4 historial rico
R_25F3ZQBVC8dH4Ze,7,3,2,2,0.42857142857142855,0.5352566366844241,1.8571428571428572,0.2857142857142857,Privada_sensible,na,28.0,20,False,CONDITIONER,Q1 cold-start
R_25HMSJi9OsBKgjX,20,12,8,6,0.6,0.4642569905385865,2.2,0.6,Privada_sensible,na,1956.0,244,False,BREAKFAST_CEREAL,Q4 historial rico
R_25KMnVsE9ynaHcA,3,3,3,2,1.0,0.8445730145150412,2.6666666666666665,1.0,Privada_sensible,na,270.0,118,False,HEALTH_PERSONAL_CARE,Q2
R_25LpL5BEQ0owYip,20,14,10,7,0.7,0.3035115643660891,3.0,0.1,No_privada,na,496.0,201,False,WATER,Q3
R_25MVNN7lUZpb14v,3,2,2,2,0.6666666666666666,0.8722980317375401,2.3333333333333335,1.0,Privada_sensible,na,13.0,10,False,APPAREL_PIN,Q1 cold-start
R_25QFY4BkXVDEnLF,20,17,14,9,0.85,0.44922195041277907,3.0,0.35,No_privada,na,1039.0,281,False,ANIMAL_LITTER,Q4 historial rico
R_25R5j9tYJt2A7SO,13,10,8,6,0.7692307692307693,0.37811548927902844,2.0,0.6923076923076923,Privada_sensible,na,661.0,248,False,NAN,Q3
R_25SbPPTyE45YzXP,20,15,10,6,0.75,0.3976279791590963,3.0,0.65,Privada_moderada,control,1490.0,344,False,NAN,Q4 historial rico
R_25Wwg273Uw26jA1,20,16,10,7,0.8,0.3127146192837296,2.15,0.25,Privada_sensible,na,1054.0,283,False,SUGAR_SUBSTITUTE,Q4 historial rico
R_25Xxau8wxesYGsx,4,3,2,2,0.75,0.6270073290523802,3.0,0.5,Privada_moderada,control,101.0,47,False,SHIRT,Q1 cold-start
R_25YDxwSss8g9VCW,20,6,5,3,0.3,0.36610008962074875,3.0,0.7,No_privada,na,78.0,43,False,DOWNLOADABLE_VIDEO_GAME,Q1 cold-start
R_25YqaojEWt641sK,8,2,2,2,0.25,0.6119125440839162,2.75,0.875,Privada_sensible,na,329.0,130,False,ABIS_BOOK,Q2
R_25ZPSeJQqBglbHD,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,353.0,170,False,PET_SUPPLIES,Q2
R_25ZREzNXsjQzRBK,4,1,1,1,0.25,0.7685733237290074,2.75,1.0,Privada_sensible,na,259.0,104,False,UTILITY_JACK,Q2
R_25es5nymLXzTAS5,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,142.0,90,False,NAN,Q1 cold-start
R_25sBe5SVEaoRnPQ,7,4,4,3,0.5714285714285714,0.5755289303823666,2.2857142857142856,0.8571428571428571,Privada_sensible,na,429.0,207,False,ABIS_BOOK,Q3
R_25sIdih8VbvepDL,2,1,1,1,0.5,0.6356124274244269,2.0,1.0,Privada_sensible,na,132.0,80,False,ABIS_BOOK,Q1 cold-start
R_25thHabUddjXGzt,20,13,10,8,0.65,0.47387371594613265,2.5,0.5,Privada_sensible,na,1004.0,212,False,ABIS_BOOK,Q4 historial rico
R_25ttAuAnnmTCHdB,20,12,8,5,0.6,0.4322978049596989,1.85,0.15,Privada_sensible,na,398.0,171,False,ABIS_BOOK,Q3
R_25u6PwLCFpZwuzY,20,14,7,4,0.7,0.5504247180469097,3.0,0.35,Privada_moderada,treated,715.0,161,False,PET_FOOD,Q4 historial rico
R_25vIhDjw3kwMi6m,3,1,1,1,0.3333333333333333,0.8596090999638376,2.0,1.0,Privada_sensible,na,639.0,204,False,ABIS_BOOK,Q3
R_25z5LHPaAsxktx7,20,15,9,7,0.75,0.47949298810592006,3.0,0.1,Privada_moderada,control,1277.0,339,False,NAN,Q4 historial rico
R_262xe1Uv99c2Nwd,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,338.0,168,False,NAN,Q2
R_264ulF7SprDMGcK,20,9,7,4,0.45,0.4720448878515799,3.0,0.25,No_privada,na,263.0,53,False,GIFT_CARD,Q2
R_265TEOtAdZ1fDzP,4,3,2,3,0.75,0.6954108167455364,2.0,0.25,Privada_sensible,na,14.0,12,False,BATTERY,Q1 cold-start
R_265zDShpZJQSm6H,1,1,1,1,1.0,1.0,1.0,1.0,Privada_sensible,na,422.0,186,False,ABIS_BOOK,Q3
R_269iV9HutDzCzVT,10,8,9,7,0.8,0.4017351882162698,3.0,0.8,No_privada,na,215.0,105,False,DRINK_FLAVORED,Q2
R_26aOAWhuugb22Wo,1,1,1,1,1.0,1.0,3.0,1.0,Privada_moderada,treated,53.0,29,False,NUTRITIONAL_SUPPLEMENT,Q1 cold-start
R_26ffYQXUXrQ4nHm,1,1,1,1,1.0,1.0,3.0,1.0,Privada_sensible,na,126.0,69,False,ABIS_BOOK,Q1 cold-start
R_26liBXCuUxT0tvv,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,159.0,66,False,DRINK_FLAVORED,Q1 cold-start
R_26mSL35DzLZIh1H,5,3,3,2,0.6,0.6332136130816236,2.2,0.4,Privada_sensible,na,106.0,62,False,NAN,Q1 cold-start
R_26nB6rfoaXIEb6Z,20,7,6,4,0.35,0.48490336085320634,1.6,0.7,Privada_sensible,na,555.0,178,False,NAN,Q3
R_26nV92uvsFuoqys,3,1,1,1,0.3333333333333333,0.9297804021226188,3.0,1.0,No_privada,na,465.0,130,False,ELECTRONIC_GIFT_CARD,Q3
R_26ndjFF4QlEU81o,8,7,7,5,0.875,0.5635778793650066,2.875,1.0,Privada_moderada,control,308.0,127,False,NAN,Q2
R_26njjH2ZOq7qmD9,8,7,6,6,0.875,0.4607860009427121,3.0,0.875,Privada_moderada,treated,542.0,232,False,ABIS_BOOK,Q3
R_26o6WhUr0npdIOj,20,14,11,9,0.7,0.682573017470936,2.7,0.45,Privada_sensible,na,441.0,127,False,MEDICATION,Q3
R_271BFns40qBDygZ,2,2,2,2,1.0,0.9937773537558985,3.0,1.0,No_privada,na,64.0,30,False,ELECTRONIC_SWITCH,Q1 cold-start
R_271gbx8Pps8AMbt,8,4,3,2,0.5,0.8576290072251593,3.0,0.875,Privada_moderada,treated,899.0,313,False,NAN,Q4 historial rico
R_273Fv9uLHEkq2as,11,4,4,4,0.36363636363636365,0.3710826855558316,3.4545454545454546,0.09090909090909091,Privada_sensible,na,385.0,177,False,ABIS_BOOK,Q3
R_273TMGuLM3jXisi,20,16,10,8,0.8,0.4188614746314466,2.1,0.7,Privada_sensible,na,950.0,221,False,PET_FOOD,Q4 historial rico
R_277i50HinKYVoY9,2,2,1,2,1.0,0.7245521967838353,2.0,0.5,Privada_sensible,na,1387.0,185,False,ABIS_BOOK,Q4 historial rico
R_277jw2dACBYPLk2,20,14,11,9,0.7,0.565404450103608,3.0,0.8,No_privada,na,803.0,260,False,PET_FOOD,Q4 historial rico
R_278SNhphNm6lbrs,5,5,4,3,1.0,0.7295373858741626,2.8,0.8,Privada_sensible,na,293.0,151,False,VITAMIN,Q2
R_279BIfQfAdPTlAp,20,9,7,4,0.45,0.5127842831158875,3.0,0.1,No_privada,na,127.0,83,False,NAN,Q1 cold-start
R_279ENCaNyRMf98u,18,8,7,8,0.4444444444444444,0.4555850185014381,3.0,0.5,Privada_moderada,treated,783.0,264,False,ABIS_BOOK,Q4 historial rico
R_279iRKETPanvFBW,1,1,1,1,1.0,1.0,2.0,1.0,Privada_sensible,na,373.0,192,False,ABIS_BOOK,Q2
R_279w6VtL6RMPoAy,20,9,6,6,0.45,0.39618666541544534,3.0,0.2,No_privada,na,164.0,85,False,NAN,Q1 cold-start
R_27B5jMHYqArQV6X,9,7,5,4,0.7777777777777778,0.4284269896524758,3.0,0.5555555555555556,No_privada,na,535.0,162,False,DOWNLOADABLE_VIDEO_GAME,Q3
R_27BxaTTwHxVCbHW,1,1,1,1,1.0,1.0,3.0,1.0,No_privada,na,129.0,60,False,ABIS_BOOK,Q1 cold-start
