privacy_level,n,mean_abs_shap_S1_copurchase,pct_shap_S1_copurchase,mean_abs_shap_S2_affinities,pct_shap_S2_affinities,mean_abs_shap_S3_temporal_eff,pct_shap_S3_temporal_eff,mean_abs_shap_S4_recency_item,pct_shap_S4_recency_item,mean_abs_shap_S5_popularity,pct_shap_S5_popularity
No_privada,21415,0.06673016162988976,0.6435045726613562,0.02213107193184185,0.21341842486499535,0.0018676670639952877,0.01801063067336621,0.0017054614170646286,0.016446419333817786,0.011263675958578538,0.10861995246650878
Privada_moderada,9085,0.06880051290880759,0.6529175283433107,0.02198853081375629,0.2086713686255178,0.001700857651480477,0.016141155449529748,0.001697625977869602,0.016110486835921856,0.011186443972429494,0.1061594607457437
Privada_sensible,56535,0.06678484470736178,0.6482596488437146,0.021695977393072337,0.2105960828056531,0.0017745541905471716,0.017225043817335473,0.001684877867748599,0.016354583733438774,0.011081497737263546,0.10756464079984628
